(species=Paecilomyces niveus)(type=Full)(curator=GO)
g7746 = 6468
g10243 = 16021
g10243 = 22857
g10243 = 55085
g10243 = 16020
g10243 = 22857
g10243 = 55085
g10243 = 16020
g10243 = 22857
g10243 = 55085
g10243 = 16020
g10243 = 22857
g10243 = 55085
g10243 = 16020
g10243 = 22857
g10243 = 55085
g10243 = 16020
g10243 = 22857
g10243 = 55085
g10243 = 22857
g2536 = 16787
g2536 = 16787
g2536 = 16787
g2160 = 3735
g2160 = 5840
g2160 = 6412
g6275 = 5216
g6275 = 6811
g6275 = 16020
g6275 = 5216
g6275 = 6811
g6275 = 16020
g6275 = 5216
g6275 = 6811
g6275 = 16020
g6275 = 5216
g6275 = 6811
g6275 = 16020
g6275 = 5216
g6275 = 6811
g6275 = 16020
g6275 = 5216
g6275 = 6811
g6275 = 16020
g6275 = 5216
g6275 = 6811
g6275 = 16020
g6275 = 5216
g6275 = 6811
g6275 = 16020
g10569 = 16020
g10569 = 22857
g10569 = 55085
g10569 = 16020
g10569 = 22857
g10569 = 55085
g8802 = 5515
g8802 = 5515
g8802 = 5515
g8802 = 5515
g8802 = 5515
g8802 = 5515
g8802 = 5515
g8802 = 5515
g3671 = 5975
g3671 = 4573
g3671 = 9311
g4793 = 5515
g10041 = 5515
g10041 = 5524
g10041 = 5694
g10041 = 51276
g10041 = 5515
g10041 = 5524
g10041 = 5694
g10041 = 51276
g10041 = 5515
g10041 = 5524
g10041 = 5694
g10041 = 51276
g242 = 3723
g242 = 6396
g242 = 16779
g9724 = 5515
g8555.2 = 5515
g8555.2 = 5515
g7039 = 6631
g7039 = 70403
g7039 = 6631
g7039 = 16491
g7039 = 16616
g4790 = 22857
g4790 = 22857
g4790 = 55085
g2407 = 8168
g2407 = 8168
g2407 = 1510
g2407 = 1510
g2407 = 1510
g2407 = 1510
g2407 = 1510
g7103 = 3677
g7103 = 6351
g7103 = 8270
g3839 = 3723
g3839 = 4000
g3839 = 6396
g3839 = 3723
g3839 = 4000
g3839 = 6396
g3839 = 2100
g3839 = 8251
g3839 = 3723
g3839 = 4000
g3839 = 6396
g10217 = 5515
g10217 = 5515
g10217 = 5515
g10217 = 5515
g10217 = 5515
g10217 = 5515
g10217 = 5515
g10217 = 5515
g10217 = 5515
g10217 = 5515
g10217 = 5515
g10217 = 5515
g10217 = 5515
g7981 = 5737
g7981 = 6569
g7981 = 9435
g7981 = 30170
g7981 = 30429
g7981 = 5737
g7981 = 6569
g7981 = 9435
g7981 = 30170
g7981 = 30429
g6366 = 46872
g10175 = 3824
g10175 = 4356
g10175 = 6807
g10175 = 16787
g10175 = 4356
g10175 = 6807
g4706 = 4499
g4706 = 50660
g4706 = 50661
g7567.1 = 3677
g7567.1 = 6351
g7567.1 = 8270
g7567.1 = 3677
g7567.1 = 6351
g7567.1 = 8270
g7567.1 = 981
g7567.1 = 6355
g7567.1 = 8270
g7567.1 = 981
g7567.1 = 6355
g7567.1 = 8270
g7567.1 = 981
g7567.1 = 6355
g7567.1 = 8270
g7567.1 = 981
g7567.1 = 6355
g7567.1 = 8270
g10615 = 4553
g10615 = 5975
g5889 = 6488
g5889 = 16758
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g10571 = 5506
g10571 = 16705
g10571 = 20037
g6494 = 8495
g6494 = 16021
g6494 = 48034
g6494 = 16021
g6494 = 16765
g10253 = 16627
g10253 = 50660
g10253 = 16627
g10253 = 16627
g10253 = 16627
g10253 = 16627
g2591 = 3824
g2591 = 9116
g2591 = 5515
g2591 = 3824
g2591 = 9116
g5487 = 3712
g5487 = 6357
g5487 = 16592
g2104 = 16021
g2104 = 55085
g2104 = 16021
g2104 = 55085
g2104 = 6816
g2104 = 15369
g2104 = 6812
g2104 = 8324
g2104 = 16021
g2104 = 55085
g7283 = 4518
g7283 = 4518
g7283 = 5783
g7283 = 3756
g7283 = 3756
g5096 = 3700
g5096 = 6355
g5096 = 43565
g5096 = 3700
g5096 = 6355
g5096 = 43565
g5096 = 3677
g5096 = 6281
g5096 = 6355
g5096 = 8168
g5096 = 8270
g7047 = 16810
g7047 = 5737
g7047 = 16787
g6824 = 5515
g6824 = 5515
g6824 = 5515
g6824 = 5515
g5677.1 = 4176
g5677.1 = 4222
g5677.1 = 16020
g5677.1 = 5524
g5677.1 = 16887
g5677.1 = 4176
g5677.1 = 4222
g5677.1 = 5524
g5677.1 = 6508
g5677.1 = 4176
g5677.1 = 4222
g5677.1 = 5524
g5677.1 = 6508
g1369 = 287
g1369 = 30976
g1369 = 30976
g1369 = 3824
g1369 = 30976
g1369 = 287
g1369 = 3984
g1369 = 9082
g1369 = 30976
g1369 = 50660
g9321 = 16747
g1731 = 6820
g1731 = 16021
g1731 = 6820
g1731 = 16021
g1731 = 5452
g1731 = 6820
g1731 = 16020
g7306 = 981
g7306 = 6355
g7306 = 8270
g7306 = 981
g7306 = 6355
g7306 = 8270
g7306 = 981
g7306 = 6355
g7306 = 8270
g7306 = 981
g7306 = 6355
g7306 = 8270
g8249 = 16491
g8249 = 5506
g8249 = 16705
g8249 = 20037
g8249 = 10181
g8249 = 16491
g8249 = 16491
g8249 = 16491
g8249 = 16491
g8249 = 16491
g8249 = 16491
g8249 = 16491
g8249 = 16491
g8249 = 16491
g8249 = 5506
g8249 = 16705
g8249 = 20037
g8249 = 10181
g8825 = 3677
g8825 = 5524
g8825 = 32508
g8825 = 3677
g8825 = 5524
g8825 = 32508
g8825 = 3677
g8825 = 3678
g8825 = 5524
g8825 = 6270
g8825 = 42555
g8825 = 3677
g8825 = 3678
g8825 = 5524
g8825 = 6270
g8825 = 42555
g8825 = 3677
g8825 = 3678
g8825 = 5524
g8825 = 6270
g8825 = 42555
g8825 = 3677
g8825 = 3678
g8825 = 5524
g8825 = 6270
g8825 = 42555
g8825 = 3677
g8825 = 3678
g8825 = 5524
g8825 = 6270
g8825 = 42555
g8825 = 3677
g8825 = 5524
g8825 = 32508
g8825 = 3677
g8825 = 5524
g8825 = 32508
g8825 = 3677
g8825 = 5524
g8825 = 32508
g8825 = 3677
g8825 = 5524
g8825 = 32508
g8825 = 3677
g8825 = 5524
g8825 = 32508
g8825 = 3677
g8825 = 5524
g8825 = 32508
g8825 = 3677
g8825 = 5524
g8825 = 32508
g8825 = 3677
g8825 = 3678
g8825 = 5524
g8825 = 6270
g8825 = 42555
g650 = 981
g650 = 6355
g650 = 8270
g650 = 981
g650 = 6355
g650 = 8270
g650 = 981
g650 = 6355
g650 = 8270
g650 = 3677
g650 = 5634
g650 = 6355
g650 = 45122
g650 = 981
g650 = 6355
g650 = 8270
g10153 = 981
g10153 = 6355
g10153 = 8270
g10153 = 3677
g10153 = 6351
g10153 = 8270
g10153 = 981
g10153 = 6355
g10153 = 8270
g10153 = 981
g10153 = 6355
g10153 = 8270
g10153 = 981
g10153 = 6355
g10153 = 8270
g224 = 30145
g224 = 70006
g224 = 30145
g224 = 70006
g7383.2 = 6725
g7383.2 = 8198
g7383.2 = 16491
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 5198
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 30130
g6332.1 = 30132
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g6332.1 = 6886
g6332.1 = 16192
g9096 = 5524
g9096 = 16021
g9096 = 42626
g9096 = 55085
g9096 = 5524
g9096 = 16021
g9096 = 42626
g9096 = 55085
g9096 = 5524
g9096 = 5524
g9096 = 5524
g9096 = 16021
g9096 = 42626
g9096 = 55085
g9096 = 5524
g9096 = 5524
g9096 = 5524
g9096 = 16021
g9096 = 5524
g9096 = 16021
g9096 = 5524
g9096 = 16021
g9096 = 42626
g9096 = 55085
g2760 = 22857
g2760 = 22857
g2760 = 55085
g7963 = 3735
g7963 = 5840
g7963 = 6412
g7963 = 3735
g7963 = 5840
g7963 = 6412
g6248.1 = 6351
g6248.1 = 46983
g6248.1 = 6351
g6248.1 = 46983
g8226 = 16491
g677.2 = 16787
g677.2 = 6147
g677.2 = 8270
g677.2 = 8892
g8047 = 981
g8047 = 6355
g8047 = 8270
g8047 = 981
g8047 = 6355
g8047 = 8270
g8047 = 981
g8047 = 6355
g8047 = 8270
g8047 = 981
g8047 = 6355
g8047 = 8270
g8047 = 3677
g8047 = 6351
g8047 = 8270
g8047 = 3677
g8047 = 6351
g8047 = 8270
g10606 = 4185
g10606 = 6508
g10606 = 4185
g10606 = 6508
g10606 = 4185
g10606 = 6508
g10606 = 4185
g10606 = 6508
g10606 = 4185
g10606 = 6508
g10606 = 4185
g10606 = 6508
g6699 = 6397
g3690 = 4096
g3690 = 6979
g3690 = 20037
g3690 = 4096
g3690 = 6979
g3690 = 20037
g3690 = 4096
g3690 = 6979
g3690 = 20037
g3690 = 4096
g3690 = 6979
g3690 = 20037
g3690 = 4096
g3690 = 6979
g3690 = 20037
g3690 = 4096
g3690 = 6979
g3690 = 20037
g3690 = 4096
g3690 = 6979
g3690 = 20037
g3690 = 4096
g3690 = 20037
g3690 = 4096
g3690 = 6979
g3690 = 20037
g3690 = 20037
g3690 = 4096
g3690 = 20037
g4724 = 5515
g4724 = 5515
g4724 = 5515
g4724 = 5737
g4724 = 6887
g4724 = 5737
g4724 = 6887
g4724 = 5515
g1597 = 5783
g1597 = 48193
g1597 = 5783
g1597 = 48193
g1597 = 5783
g1597 = 48193
g5052 = 3824
g5052 = 16787
g5778 = 16491
g5778 = 16491
g5778 = 16491
g9028 = 31072
g9028 = 51082
g9028 = 31072
g9028 = 51082
g9028 = 6457
g9028 = 51082
g9028 = 6457
g9028 = 30544
g9028 = 6457
g9028 = 51082
g7136.1 = 3677
g7136.1 = 6351
g7136.1 = 3697
g7136.1 = 5666
g2215 = 3824
g2215 = 9116
g2215 = 3676
g2215 = 8270
g2215 = 3676
g2215 = 8270
g2215 = 3676
g2215 = 8270
g7065 = 5975
g7291 = 22857
g7291 = 22857
g7291 = 55085
g6091 = 6367
g6091 = 5673
g6091 = 6367
g6091 = 6367
g3210 = 17040
g3210 = 46514
g8678 = 5515
g8678 = 6749
g8678 = 5515
g8678 = 6749
g9369 = 5506
g9369 = 16705
g9369 = 20037
g9369 = 5506
g9369 = 16705
g9369 = 20037
g9369 = 5506
g9369 = 16705
g9369 = 20037
g9369 = 5506
g9369 = 16705
g9369 = 20037
g9369 = 5506
g9369 = 16705
g9369 = 20037
g9369 = 5506
g9369 = 16705
g9369 = 20037
g9369 = 5506
g9369 = 16705
g9369 = 20037
g9369 = 5506
g9369 = 16705
g9369 = 20037
g9369 = 5506
g9369 = 16705
g9369 = 20037
g9369 = 5506
g9369 = 16705
g9369 = 20037
g5204 = 7165
g5204 = 7165
g5204 = 7165
g5204 = 7165
g1274 = 5524
g1274 = 16021
g1274 = 16887
g1274 = 6812
g1274 = 16021
g1274 = 19829
g1274 = 166
g6724 = 4672
g6724 = 5524
g6724 = 6468
g6724 = 4672
g6724 = 5524
g6724 = 6468
g6724 = 4672
g6724 = 5524
g6724 = 6468
g1962 = 5524
g1962 = 16887
g1962 = 5524
g1962 = 16887
g3903 = 3676
g3903 = 3676
g3903 = 3676
g3903 = 3723
g3903 = 3723
g3903 = 3723
g3903 = 3723
g3903 = 3723
g3903 = 3723
g8700 = 3677
g10547 = 3677
g10547 = 3677
g10547 = 3677
g10547 = 6355
g10336 = 5680
g3495 = 16491
g3495 = 16491
g3495 = 16491
g3495 = 16491
g3495 = 16491
g3495 = 16491
g3495 = 16491
g3495 = 16491
g3495 = 16491
g6806 = 5515
g7911 = 22857
g7911 = 22857
g7911 = 55085
g8950 = 47834
g5383 = 5085
g5383 = 32012
g5383 = 5085
g5383 = 32012
g5383 = 5085
g5383 = 32012
g5383 = 5085
g5383 = 32012
g4286 = 4373
g4286 = 5978
g4286 = 4373
g4286 = 5978
g7666 = 184
g7666 = 3723
g7666 = 3724
g7666 = 5524
g7666 = 5737
g7666 = 8270
g7666 = 4386
g7666 = 4386
g5175 = 46872
g5175 = 46872
g5175 = 46872
g5014 = 6886
g5014 = 6886
g10317 = 43022
g10317 = 5743
g7593 = 19211
g7593 = 19211
g7593 = 19211
g10155 = 981
g10155 = 6355
g10155 = 8270
g10155 = 981
g10155 = 6355
g10155 = 8270
g10155 = 3677
g10155 = 6351
g10155 = 8270
g10155 = 981
g10155 = 6355
g10155 = 8270
g10155 = 981
g10155 = 6355
g10155 = 8270
g8125 = 16746
g8125 = 3824
g8125 = 31177
g8125 = 31177
g4903 = 16787
g5011 = 10181
g5011 = 10181
g7900 = 4842
g7900 = 16567
g7900 = 5515
g7900 = 5515
g7900 = 4842
g7900 = 16567
g7900 = 4842
g7900 = 16567
g7900 = 5515
g6892 = 16787
g6892 = 16787
g6892 = 16787
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g5361 = 5515
g9674 = 160
g9674 = 160
g9674 = 160
g1286 = 16310
g1286 = 16772
g1286 = 16310
g1286 = 16772
g1286 = 16310
g1286 = 16772
g1286 = 16310
g1286 = 16772
g1286 = 5515
g1286 = 5515
g1286 = 155
g1286 = 7165
g1286 = 155
g1286 = 7165
g1286 = 155
g1286 = 7165
g1286 = 160
g1286 = 160
g1286 = 160
g1286 = 4672
g1286 = 5524
g1286 = 6468
g3770 = 5515
g3770 = 7062
g3770 = 8278
g5144 = 5515
g5144 = 5515
g5144 = 5634
g5144 = 18024
g5144 = 5515
g5144 = 5634
g5144 = 18024
g5144 = 5515
g5144 = 5515
g5144 = 10452
g5144 = 46975
g5144 = 5694
g5144 = 6355
g5144 = 18024
g5144 = 34968
g5144 = 5515
g5144 = 5634
g5144 = 18024
g9612 = 3824
g9612 = 3824
g9612 = 3824
g8943 = 8061
g8943 = 8061
g8943 = 8061
g8943 = 5975
g8943 = 8061
g8943 = 8061
g6288 = 3924
g6288 = 5525
g6288 = 5525
g2305 = 3676
g2305 = 3676
g2305 = 3676
g2305 = 3676
g8926 = 3924
g8926 = 5525
g8926 = 288
g8926 = 3747
g8926 = 5525
g8926 = 6415
g8926 = 288
g8926 = 3747
g8926 = 5525
g8926 = 6415
g8926 = 288
g8926 = 3747
g8926 = 5525
g8926 = 6415
g8926 = 288
g8926 = 3747
g8926 = 5525
g8926 = 6415
g8926 = 288
g8926 = 3747
g8926 = 5525
g8926 = 6415
g8926 = 3924
g8926 = 5525
g8926 = 3924
g8926 = 5525
g8926 = 3924
g8926 = 5525
g8926 = 3924
g8926 = 5525
g8926 = 3924
g8926 = 5525
g8926 = 3924
g8926 = 5525
g8863 = 16491
g8863 = 31177
g8863 = 16746
g9658 = 4672
g9658 = 5524
g9658 = 6468
g9658 = 4672
g9658 = 5524
g9658 = 6468
g9658 = 4672
g9658 = 5524
g9658 = 6468
g9658 = 4674
g9658 = 5524
g9658 = 6468
g9658 = 4674
g9658 = 5524
g9658 = 6468
g8882 = 97367
g8882 = 1901135
g8882 = 97367
g8882 = 1901135
g2206 = 16491
g6309 = 3677
g6309 = 6260
g9617 = 5975
g9617 = 8061
g9617 = 8061
g9617 = 8061
g9617 = 8061
g9617 = 8061
g9617 = 8061
g9617 = 8061
g9801 = 9055
g9801 = 51536
g9801 = 16491
g9801 = 9055
g9801 = 51536
g9801 = 3824
g9801 = 30151
g9801 = 30170
g9801 = 9055
g9801 = 51536
g9801 = 3824
g9801 = 30151
g9801 = 30170
g9801 = 16491
g9801 = 16491
g9801 = 16491
g3931 = 3677
g3931 = 3916
g3931 = 6265
g3931 = 3677
g3931 = 3916
g3931 = 6265
g3931 = 3677
g3931 = 3916
g3931 = 6265
g3931 = 3677
g3931 = 3916
g3931 = 6265
g3931 = 3677
g3931 = 3916
g3931 = 6265
g3931 = 3677
g3931 = 3916
g3931 = 6265
g3931 = 3677
g3931 = 3917
g3931 = 6265
g3931 = 3677
g3931 = 3916
g3931 = 6265
g3931 = 3677
g3931 = 3916
g3931 = 6265
g7143 = 3676
g7143 = 3676
g7143 = 3676
g7143 = 3676
g4204 = 42274
g4204 = 42274
g7782.1 = 15078
g7782.1 = 33180
g7782.1 = 1902600
g7782.1 = 15078
g7782.1 = 33180
g7782.1 = 1902600
g7782.1 = 15078
g7782.1 = 33180
g7782.1 = 1902600
g7754 = 6886
g7754 = 16192
g7754 = 30117
g7754 = 5198
g7754 = 6886
g7754 = 16192
g7754 = 30126
g7754 = 5737
g7754 = 6886
g10095 = 3677
g10095 = 6351
g10095 = 8270
g10095 = 3677
g10095 = 6351
g10095 = 8270
g10095 = 981
g10095 = 6355
g10095 = 8270
g10095 = 981
g10095 = 6355
g10095 = 8270
g10095 = 981
g10095 = 6355
g10095 = 8270
g10095 = 981
g10095 = 6355
g10095 = 8270
g693 = 4722
g693 = 6470
g693 = 16791
g693 = 16791
g693 = 16791
g2392 = 44249
g2392 = 44237
g7978 = 3677
g7978 = 6351
g7978 = 8270
g7978 = 981
g7978 = 6355
g7978 = 8270
g7978 = 981
g7978 = 6355
g7978 = 8270
g7978 = 981
g7978 = 6355
g7978 = 8270
g7978 = 981
g7978 = 6355
g7978 = 8270
g920 = 16491
g3188 = 6364
g3188 = 16740
g3719 = 6284
g3719 = 6284
g3719 = 3824
g3719 = 6281
g1628 = 3676
g1628 = 5524
g1628 = 4386
g5755 = 22857
g5755 = 55085
g4109 = 5515
g3792 = 5515
g3792 = 5515
g3792 = 5515
g3792 = 5515
g3792 = 5515
g3792 = 5515
g3792 = 5515
g3792 = 5515
g3792 = 5515
g1576 = 3723
g1576 = 33897
g1576 = 3723
g1576 = 33897
g1576 = 3723
g1576 = 33897
g8044 = 4499
g8044 = 50660
g8044 = 50661
g5773 = 16616
g5773 = 3862
g5773 = 9098
g5773 = 3862
g5773 = 9098
g5773 = 16616
g7741 = 16491
g10383 = 6120
g9159 = 8168
g9159 = 8168
g9159 = 32259
g7506 = 6807
g7506 = 6807
g7506 = 3952
g7506 = 4359
g7506 = 5737
g7506 = 9435
g7506 = 3952
g7506 = 4359
g7506 = 5737
g7506 = 9435
g9455 = 16787
g9455 = 16787
g4564 = 61630
g5900 = 31491
g5900 = 43044
g5900 = 5524
g5900 = 70615
g5900 = 3676
g5900 = 5524
g5900 = 5634
g5900 = 6338
g5900 = 16818
g9050 = 5515
g9050 = 5515
g9050 = 5515
g9050 = 5515
g9050 = 5515
g9050 = 5515
g9050 = 5515
g9050 = 5515
g9050 = 5515
g9050 = 5871
g9050 = 5871
g9050 = 5871
g9050 = 5515
g10424 = 5515
g3812 = 71949
g6883 = 71949
g8088 = 4347
g8088 = 6094
g8088 = 6096
g8088 = 4347
g8088 = 6094
g8088 = 6096
g8088 = 4347
g8088 = 6094
g8088 = 6096
g8088 = 4347
g8088 = 6094
g8088 = 6096
g8088 = 4347
g8088 = 6094
g8088 = 6096
g8088 = 4347
g8088 = 6094
g8088 = 6096
g8088 = 4347
g8088 = 6094
g8088 = 6096
g8088 = 4347
g8088 = 6094
g8088 = 6096
g8088 = 4347
g8088 = 6094
g8088 = 6096
g5633 = 7034
g10200 = 31617
g10200 = 34501
g9820 = 22857
g9820 = 55085
g788 = 4409
g788 = 9085
g788 = 51539
g4801 = 5524
g4801 = 16874
g4801 = 5524
g4801 = 16874
g4801 = 166
g4801 = 4812
g4801 = 5524
g4801 = 6418
g4801 = 166
g4801 = 4812
g4801 = 5524
g4801 = 6418
g4801 = 166
g4801 = 4812
g4801 = 5524
g4801 = 6418
g4801 = 166
g4801 = 4812
g4801 = 5524
g4801 = 6418
g4801 = 166
g4801 = 4812
g4801 = 5524
g4801 = 6418
g385 = 22857
g385 = 16021
g385 = 22857
g385 = 55085
g385 = 16021
g385 = 22857
g385 = 55085
g10303 = 6744
g10303 = 6744
g3022 = 22857
g3022 = 55085
g3022 = 22857
g6519 = 287
g6519 = 4743
g6519 = 6096
g6519 = 30955
g6519 = 287
g6519 = 4743
g6519 = 6096
g6519 = 30955
g6519 = 287
g6519 = 4743
g6519 = 6096
g6519 = 30955
g6519 = 3824
g6519 = 287
g6519 = 4743
g6519 = 6096
g6519 = 30955
g6519 = 287
g6519 = 4743
g6519 = 6096
g6519 = 30955
g6519 = 287
g6519 = 4743
g6519 = 6096
g6519 = 30955
g6519 = 287
g6519 = 4743
g6519 = 6096
g6519 = 30955
g6519 = 287
g6519 = 4743
g6519 = 6096
g6519 = 30955
g6519 = 287
g6519 = 4743
g6519 = 6096
g6519 = 30955
g6519 = 287
g6519 = 4743
g6519 = 6096
g6519 = 30955
g6600 = 3700
g6600 = 6355
g6600 = 43565
g6600 = 3700
g6600 = 6355
g6600 = 43565
g6600 = 3700
g6600 = 6355
g6600 = 43565
g5355 = 16310
g5355 = 16772
g5355 = 16310
g5355 = 16772
g5355 = 16310
g5355 = 16772
g5355 = 4672
g3510 = 3676
g3510 = 3676
g6656 = 16491
g6656 = 16491
g4723 = 5524
g4723 = 16887
g2408 = 8080
g2408 = 4343
g2408 = 6048
g2408 = 8080
g4103 = 4185
g4103 = 6508
g4103 = 4185
g4103 = 6508
g4103 = 4185
g4103 = 6508
g4103 = 4185
g4103 = 6508
g4103 = 4185
g4103 = 6508
g4103 = 4185
g4103 = 6508
g2027 = 3824
g2027 = 30976
g2027 = 16831
g2027 = 30976
g2027 = 287
g2027 = 30976
g5453 = 5737
g5453 = 6569
g5453 = 9435
g5453 = 30170
g5453 = 30429
g5453 = 5737
g5453 = 6569
g5453 = 9435
g5453 = 30170
g5453 = 30429
g10210 = 3824
g5861 = 16491
g5861 = 46872
g1478 = 22857
g1478 = 22857
g1478 = 55085
g607 = 3723
g607 = 4809
g607 = 8033
g607 = 3723
g607 = 4809
g607 = 8033
g607 = 3723
g607 = 4809
g607 = 8033
g607 = 3723
g607 = 4809
g607 = 8033
g607 = 3723
g607 = 4809
g607 = 8033
g4655 = 5672
g4655 = 6367
g4655 = 5672
g4655 = 6367
g4655 = 5672
g4655 = 6367
g4655 = 5672
g4655 = 6367
g640 = 22857
g640 = 55085
g640 = 22857
g2930 = 6457
g2930 = 51082
g2930 = 6457
g2930 = 51082
g2930 = 6457
g2930 = 30544
g2930 = 31072
g2930 = 51082
g2930 = 31072
g2930 = 51082
g9602 = 16627
g9602 = 16627
g9602 = 16627
g9602 = 50660
g9602 = 16627
g9602 = 16627
g2843 = 16020
g2843 = 55085
g9661 = 5525
g9661 = 5525
g8969 = 981
g8969 = 6355
g8969 = 8270
g8969 = 981
g8969 = 6355
g8969 = 8270
g8969 = 981
g8969 = 6355
g8969 = 8270
g8969 = 3677
g8969 = 6351
g8969 = 8270
g8969 = 3677
g8969 = 6351
g8969 = 8270
g8969 = 981
g8969 = 6355
g8969 = 8270
g4591 = 22857
g4591 = 55085
g4591 = 22857
g3508 = 3677
g3508 = 3700
g3508 = 6355
g3508 = 16602
g3508 = 46982
g1654 = 16746
g1654 = 16491
g1654 = 31177
g2743 = 4722
g2743 = 6470
g2743 = 16791
g2743 = 16791
g2743 = 16791
g2743 = 16791
g5088 = 5515
g5088 = 4672
g5088 = 5524
g5088 = 6468
g5088 = 4672
g5088 = 5524
g5088 = 6468
g5088 = 4672
g5088 = 5524
g5088 = 6468
g5088 = 5515
g5088 = 5515
g2235 = 4824
g2235 = 5524
g2235 = 6430
g2235 = 3676
g2235 = 166
g2235 = 4824
g2235 = 5524
g2235 = 5737
g2235 = 6430
g2235 = 166
g2235 = 4824
g2235 = 5524
g2235 = 5737
g2235 = 6430
g2235 = 166
g2235 = 4824
g2235 = 5524
g2235 = 5737
g2235 = 6430
g2235 = 166
g2235 = 4824
g2235 = 5524
g2235 = 5737
g2235 = 6430
g2235 = 166
g2235 = 4824
g2235 = 5524
g2235 = 5737
g2235 = 6430
g2235 = 166
g2235 = 4812
g2235 = 5524
g2235 = 6418
g7277 = 46907
g7277 = 46907
g7277 = 46907
g917 = 9058
g917 = 30170
g4529 = 5515
g8557 = 32040
g8557 = 32040
g1278 = 5216
g1278 = 6811
g1278 = 16021
g4098 = 6281
g4098 = 16491
g2266 = 4252
g2266 = 16021
g8028 = 4185
g8028 = 6508
g8028 = 4185
g8028 = 6508
g8028 = 4185
g8028 = 6508
g8028 = 4185
g8028 = 6508
g8028 = 4185
g8028 = 6508
g8028 = 4185
g8028 = 6508
g10342 = 3743
g10342 = 6413
g10342 = 3743
g10342 = 6413
g10342 = 3743
g10342 = 3743
g10342 = 6413
g8563 = 5506
g8563 = 16705
g8563 = 20037
g8563 = 5506
g8563 = 16705
g8563 = 20037
g8563 = 5506
g8563 = 16705
g8563 = 20037
g8563 = 5506
g8563 = 16705
g8563 = 20037
g8563 = 5506
g8563 = 16705
g8563 = 20037
g8563 = 5506
g8563 = 16705
g8563 = 20037
g8563 = 5506
g8563 = 16705
g8563 = 20037
g8522 = 5515
g8522 = 5515
g8032 = 3824
g4630.1 = 4571
g4630.1 = 5509
g4630.1 = 16020
g4630.1 = 4571
g4630.1 = 5509
g4630.1 = 16020
g4630.1 = 4571
g4630.1 = 5509
g4630.1 = 16020
g4630.1 = 4571
g4630.1 = 5509
g4630.1 = 16020
g4630.1 = 4571
g4630.1 = 5509
g4630.1 = 16020
g4630.1 = 4571
g4630.1 = 5509
g4630.1 = 16020
g4630.1 = 4571
g4630.1 = 5509
g4630.1 = 16020
g4630.1 = 4571
g4630.1 = 5509
g4630.1 = 16020
g4630.1 = 4571
g4630.1 = 5509
g4630.1 = 16020
g4630.1 = 4571
g4630.1 = 5509
g4630.1 = 16020
g6555.1 = 4672
g6555.1 = 5524
g6555.1 = 6468
g6555.1 = 4672
g6555.1 = 5524
g6555.1 = 6468
g6555.1 = 4672
g6555.1 = 5524
g6555.1 = 6468
g8762 = 5515
g8762 = 5515
g7111 = 5515
g7111 = 5515
g7111 = 5682
g7111 = 5515
g2084 = 16491
g2558 = 5094
g2558 = 5737
g2558 = 5094
g2558 = 5737
g2558 = 5094
g2558 = 5737
g2558 = 5094
g2558 = 5737
g2558 = 5094
g2558 = 5737
g2558 = 5094
g2558 = 5737
g1368 = 4335
g1368 = 5524
g1368 = 6012
g1368 = 46835
g1368 = 5524
g1368 = 4335
g1368 = 5524
g1368 = 6012
g1368 = 46835
g1368 = 4335
g1368 = 5524
g1368 = 6012
g1368 = 46835
g1368 = 4335
